##########################################################################################
### MCD_v6.1 with climatology average solar scenario.
### JD 2462225.03833. Altitude 311500.0 m ALS.
### --------------------------------------------------------------------------------------
### Column 1 is East longitude (degrees)
### Columns 2+ are Density (kg/m3)
### Line 1 is North latitude (degrees)
### --------------------------------------------------------------------------------------
### Retrieved on: 2022-12-29T18:07:17.952624
### Mars Climate Database (c) LMD/OU/IAA/ESA/CNES
##########################################################################################
---- ||   -9.00000e+01   -8.61702e+01   -8.23404e+01   -7.85106e+01   -7.46809e+01   -7.08511e+01   -6.70213e+01   -6.31915e+01   -5.93617e+01   -5.55319e+01   -5.17021e+01   -4.78723e+01   -4.40426e+01   -4.02128e+01   -3.63830e+01   -3.25532e+01   -2.87234e+01   -2.48936e+01   -2.10638e+01   -1.72340e+01   -1.34043e+01   -9.57447e+00   -5.74468e+00   -1.91489e+00    1.91489e+00    5.74468e+00    9.57447e+00    1.34043e+01    1.72340e+01    2.10638e+01    2.48936e+01    2.87234e+01    3.25532e+01    3.63830e+01    4.02128e+01    4.40426e+01    4.78723e+01    5.17021e+01    5.55319e+01    5.93617e+01    6.31915e+01    6.70213e+01    7.08511e+01    7.46809e+01    7.85106e+01    8.23404e+01    8.61702e+01    9.00000e+01
-----------------------------------
-077 ||    1.06489e-13    8.15838e-14    5.72203e-14    4.00258e-14    4.05928e-14    4.20006e-14    3.96955e-14    3.86600e-14    3.04481e-14    2.13187e-14    1.49966e-14    9.37588e-15    6.93042e-15    5.51088e-15    5.23458e-15    4.75382e-15    4.31576e-15    4.48382e-15    4.53000e-15    4.58207e-15    4.83041e-15    4.62566e-15    6.42250e-15    6.13617e-15    6.74113e-15    7.38103e-15    7.76278e-15    8.50480e-15    9.41234e-15    1.06015e-14    1.16179e-14    1.31031e-14    1.40856e-14    1.57028e-14    1.69587e-14    1.89216e-14    2.08072e-14    2.30834e-14    2.53922e-14    2.71907e-14    2.94087e-14    3.16416e-14    3.39828e-14    3.63070e-14    3.85688e-14    3.80818e-14    3.97331e-14    4.23246e-14
-071 ||    1.06445e-13    8.25905e-14    5.55031e-14    3.88427e-14    3.85515e-14    4.13849e-14    4.19196e-14    3.50887e-14    3.56889e-14    2.67164e-14    1.57279e-14    1.02222e-14    6.58745e-15    4.90440e-15    3.82684e-15    3.63518e-15    3.49631e-15    3.80706e-15    3.70361e-15    3.72861e-15    3.15054e-15    4.05522e-15    4.04653e-15    5.01673e-15    5.30336e-15    5.65991e-15    6.54320e-15    7.26719e-15    8.23840e-15    9.41033e-15    1.06979e-14    1.11834e-14    1.25928e-14    1.37657e-14    1.52259e-14    1.68374e-14    1.84146e-14    2.14862e-14    2.38867e-14    2.59276e-14    2.80892e-14    3.05373e-14    3.31177e-14    3.56723e-14    3.80187e-14    3.95980e-14    3.99855e-14    4.23273e-14
-065 ||    1.06473e-13    8.21657e-14    5.67802e-14    4.24568e-14    3.98048e-14    4.06999e-14    4.22937e-14    4.15887e-14    3.97144e-14    3.13953e-14    1.82659e-14    1.32937e-14    7.54266e-15    4.98888e-15    3.65604e-15    3.03020e-15    2.80675e-15    2.67604e-15    2.69545e-15    2.92207e-15    2.30252e-15    4.32253e-15    3.74580e-15    3.77772e-15    4.19565e-15    4.68603e-15    5.26249e-15    5.85798e-15    6.56418e-15    7.59198e-15    8.95661e-15    9.62195e-15    1.09815e-14    1.20059e-14    1.33783e-14    1.51839e-14    1.73471e-14    2.10127e-14    2.21949e-14    2.45489e-14    2.69434e-14    2.95201e-14    3.21970e-14    3.50051e-14    3.75465e-14    3.92906e-14    3.93280e-14    4.23012e-14
-060 ||    1.06371e-13    8.17700e-14    6.15253e-14    4.20528e-14    4.02318e-14    4.13288e-14    4.46231e-14    4.60896e-14    4.39080e-14    3.66473e-14    3.02032e-14    1.71183e-14    9.28105e-15    5.70244e-15    3.99796e-15    3.02966e-15    2.45403e-15    2.25833e-15    2.17873e-15    2.30561e-15    1.50907e-15    2.36874e-15    2.59872e-15    2.92722e-15    3.07755e-15    3.54491e-15    4.13969e-15    4.73923e-15    5.39975e-15    6.25741e-15    6.88819e-15    8.27350e-15    9.54470e-15    1.05814e-14    1.21440e-14    1.34370e-14    1.56700e-14    1.78684e-14    2.06074e-14    2.31577e-14    2.58002e-14    2.84665e-14    3.14114e-14    3.43523e-14    3.71493e-14    3.93644e-14    3.96212e-14    4.22674e-14
-054 ||    1.06353e-13    8.13539e-14    6.23083e-14    4.40284e-14    4.09956e-14    4.30818e-14    4.40587e-14    4.70524e-14    4.79989e-14    4.23228e-14    4.26720e-14    2.59356e-14    1.45212e-14    8.27523e-15    5.02447e-15    3.57416e-15    2.51931e-15    2.05081e-15    1.80440e-15    1.98828e-15    2.09933e-15    1.86128e-15    1.99290e-15    2.05495e-15    2.22857e-15    2.71304e-15    3.15527e-15    3.74349e-15    4.34698e-15    4.91989e-15    5.80827e-15    6.75282e-15    7.99453e-15    8.96651e-15    1.06442e-14    1.23950e-14    1.42506e-14    1.65827e-14    1.92073e-14    2.17785e-14    2.46340e-14    2.76138e-14    3.07288e-14    3.37459e-14    3.65838e-14    3.82669e-14    3.98129e-14    4.22872e-14
-048 ||    1.06453e-13    8.14187e-14    6.38146e-14    4.31331e-14    4.11920e-14    4.18195e-14    4.88047e-14    4.74261e-14    4.38126e-14    5.28740e-14    4.72424e-14    3.31514e-14    2.58442e-14    1.34334e-14    6.74508e-15    4.61260e-15    3.15337e-15    2.33533e-15    1.96364e-15    1.92598e-15    1.72271e-15    1.87911e-15    1.80006e-15    1.71013e-15    1.88653e-15    2.02596e-15    2.29244e-15    2.72532e-15    3.30549e-15    3.92918e-15    4.76339e-15    5.71288e-15    6.70401e-15    7.93424e-15    9.31686e-15    1.09513e-14    1.29799e-14    1.52387e-14    1.78252e-14    2.06214e-14    2.35975e-14    2.68473e-14    3.00987e-14    3.34697e-14    3.64456e-14    3.85814e-14    3.97150e-14    4.22703e-14
-042 ||    1.06431e-13    8.14001e-14    6.66281e-14    4.43695e-14    4.04774e-14    4.09881e-14    3.99232e-14    4.74269e-14    4.80448e-14    4.69122e-14    5.14667e-14    4.44314e-14    3.40312e-14    2.01090e-14    1.44966e-14    7.62992e-15    4.61939e-15    3.17595e-15    2.37074e-15    2.19443e-15    1.72828e-15    1.90174e-15    1.82605e-15    1.67571e-15    1.72464e-15    1.86123e-15    2.04689e-15    2.31645e-15    2.63905e-15    3.13596e-15    3.77726e-15    4.58621e-15    5.61532e-15    6.78930e-15    8.20086e-15    9.86778e-15    1.18357e-14    1.40987e-14    1.66866e-14    1.96010e-14    2.28184e-14    2.61776e-14    2.96438e-14    3.30928e-14    3.63559e-14    3.89884e-14    4.00869e-14    4.22286e-14
-037 ||    1.06423e-13    8.10603e-14    7.03911e-14    4.60242e-14    4.16682e-14    4.08005e-14    4.19142e-14    4.48228e-14    4.94790e-14    4.21060e-14    4.70294e-14    4.28116e-14    3.75281e-14    3.03610e-14    2.10255e-14    1.29426e-14    8.21362e-15    5.23034e-15    3.41187e-15    2.69922e-15    2.30730e-15    1.78304e-15    1.82770e-15    1.85374e-15    1.89327e-15    1.72969e-15    2.04860e-15    2.22080e-15    2.48772e-15    2.78675e-15    3.23831e-15    3.85631e-15    4.69310e-15    5.81175e-15    7.17362e-15    8.87879e-15    1.08540e-14    1.31694e-14    1.58633e-14    1.89535e-14    2.22723e-14    2.58115e-14    2.94739e-14    3.29916e-14    3.62112e-14    3.88411e-14    4.04639e-14    4.23117e-14
-031 ||    1.06441e-13    8.08308e-14    7.17481e-14    4.66241e-14    4.21108e-14    4.04446e-14    3.90126e-14    4.39648e-14    4.35726e-14    4.49334e-14    3.46782e-14    4.28635e-14    3.50918e-14    3.33407e-14    2.88885e-14    1.98925e-14    1.46364e-14    8.52674e-15    6.13114e-15    3.99575e-15    3.34858e-15    2.93164e-15    2.51173e-15    2.40425e-15    2.31109e-15    2.16491e-15    2.50275e-15    2.58091e-15    2.66016e-15    2.94633e-15    3.32064e-15    3.68716e-15    4.31419e-15    5.19240e-15    6.42610e-15    8.05533e-15    1.01271e-14    1.25038e-14    1.53095e-14    1.85024e-14    2.19345e-14    2.55974e-14    2.93765e-14    3.29668e-14    3.59989e-14    3.88466e-14    4.05601e-14    4.22213e-14
-025 ||    1.06344e-13    8.00475e-14    7.40944e-14    4.80949e-14    3.98907e-14    4.07994e-14    3.96745e-14    3.74493e-14    3.96518e-14    3.78679e-14    3.72836e-14    3.12579e-14    3.47784e-14    3.22447e-14    2.82342e-14    2.53511e-14    2.13146e-14    1.63557e-14    1.23961e-14    9.11403e-15    6.26703e-15    5.03972e-15    4.00776e-15    3.48765e-15    3.16892e-15    3.16096e-15    2.94473e-15    3.06058e-15    3.15040e-15    3.33935e-15    3.61208e-15    3.94607e-15    4.39912e-15    5.04465e-15    6.03240e-15    7.48654e-15    9.50343e-15    1.20505e-14    1.49937e-14    1.83469e-14    2.19016e-14    2.56981e-14    2.94542e-14    3.29532e-14    3.59002e-14    3.83862e-14    4.02593e-14    4.21428e-14
