TDB_past_J2000 sc_2_earth_LVLH_1 sc_2_earth_LVLH_2 sc_2_earth_LVLH_3
922759691.18565 -39904792.704491 87830466.5909807 -8250843.48619617
922759701.18565 -39977142.0615359 87830504.3773977 -7892597.82321586
922759711.18565 -40046282.7456824 87830544.3543054 -7533653.4966681
922759721.18565 -40112207.5855453 87830586.5171941 -7174038.54557557
922759731.18565 -40174909.6432376 87830630.8605538 -6813781.0917971
922759741.18565 -40234382.2155145 87830677.3780433 -6452909.33574869
922759751.18565 -40290618.8347252 87830726.0623886 -6091451.55631093
922759761.18565 -40343613.269866 87830776.9054199 -5729436.10846716
922759771.18565 -40393359.5275568 87830829.8980553 -5366891.42205439
922759781.18565 -40439851.8530908 87830885.0303439 -5003845.99902826
922759791.18565 -40483084.731369 87830942.2914138 -4640328.41298814
922759801.18565 -40523052.8879434 87831001.6695461 -4276367.3056591
922759811.18565 -40559751.2899231 87831063.1520942 -3911991.38720131
922759821.18565 -40593175.1469977 87831126.7255688 -3547229.43229695
922759831.18565 -40623319.9123335 87831192.3755694 -3182110.28046859
922759841.18565 -40650181.2835715 87831260.086856 -2816662.83216768
922759851.18565 -40673755.2037379 87831329.8433285 -2450916.04754833
922759861.18565 -40694037.8621477 87831401.628012 -2084898.94563525
922759871.18565 -40711025.6953412 87831475.4230938 -1718640.60117435
922759881.18565 -40724715.3879722 87831551.2099163 -1352170.14341464
922759891.18565 -40735103.8737045 87831628.9689918 -985516.753727712
922759901.18565 -40742188.3360888 87831708.6800081 -618709.663622431
922759911.18565 -40745966.2094213 87831790.3218337 -251778.15312959
922759921.18565 -40746435.1795975 87831873.8725308 115248.450809075
922759931.18565 -40743593.1849605 87831959.3093667 482340.777097668
922759941.18565 -40737438.4171289 87832046.608815 849469.412872992
922759951.18565 -40727969.3218039 87832135.7465723 1216604.90434728
922759961.18565 -40715184.599575 87832226.6975791 1583717.75880609
922759971.18565 -40699083.2067135 87832319.4360162 1950778.44776577
922759981.18565 -40679664.3559421 87832413.9353091 2317757.40897626
922759991.18565 -40656927.5171967 87832510.1681677 2684625.04726857
922760001.18565 -40630872.4183736 87832608.1065771 3051351.73772124
922760011.18565 -40601499.0460556 87832707.7217962 3417907.82805023
922760021.18565 -40568807.6462442 87832808.9844394 3784263.63869916
922760031.18565 -40532798.7250388 87832911.8643923 4150389.46793051
922760041.18565 -40493473.0493383 87833016.3308931 4516255.59192146
922760051.18565 -40450831.6475111 87833122.352547 4881832.26716436
922760061.18565 -40404875.8100399 87833229.8972931 5247089.73365545
922760071.18565 -40355607.0901597 87833338.9324424 5611998.21652274
922760081.18565 -40303027.3044965 87833449.4247484 5976527.92729423
922760091.18565 -40247138.5336484 87833561.3403278 6340649.06785916
922760101.18565 -40187943.1227794 87833674.6447304 6704331.83172929
922760111.18565 -40125443.6822026 87833789.3029699 7067546.40608679
922760121.18565 -40059643.0879032 87833905.2794836 7430262.97497913
922760131.18565 -39990544.4821014 87834022.5382129 7792451.72060583
922760141.18565 -39918151.27374 87834141.0425593 8154082.82652479
922760151.18565 -39842467.1390099 87834260.7554787 8515126.47894356
922760161.18565 -39763496.0218035 87834381.6394324 8875552.86993946
922760171.18565 -39681242.1341658 87834503.6563904 9235332.19991637
922760181.18565 -39595709.9567613 87834626.7679446 9594434.67890009
922760191.18565 -39506904.2392617 87834750.9352117 9952830.53017475
922760201.18565 -39414830.0007656 87834876.1189568 10310489.9915847
922760211.18565 -39319492.5301612 87835002.2795246 10667383.3187985
922760221.18565 -39220897.3864943 87835129.3769358 11023480.7870013
922760231.18565 -39119050.3992966 87835257.3708562 11378752.6937919
922760241.18565 -39013957.6688896 87835386.2206138 11733169.3616578
922760251.18565 -38905625.5666741 87835515.885207 12086701.1404906
922760261.18565 -38794060.7354198 87835646.3233608 12439318.4097103
922760271.18565 -38679270.0895406 87835777.4936426 12790991.5800172
922760281.18565 -38561260.8152167 87835909.3541971 13141691.0982047
922760291.18565 -38440040.3707169 87836041.8630903 13491387.4470221
922760301.18565 -38315616.4865044 87836174.9781406 13840051.1492395
922760311.18565 -38187997.1653646 87836308.6568814 14187652.7705612
922760321.18565 -38057190.6826731 87836442.8568765 14534162.9199286
922760331.18565 -37923205.5863122 87836577.5353427 14879552.2550824
922760341.18565 -37786050.6969239 87836712.6495181 15223791.4825127
922760351.18565 -37645735.1078893 87836848.1565392 15566851.3611544
922760361.18565 -37502268.1853233 87836984.0133378 15908702.705735
922760371.18565 -37355659.5681458 87837120.176825 16249316.3882484
922760381.18565 -37205919.1681176 87837256.6040395 16588663.3397946
922760391.18565 -37053057.1696524 87837393.2518115 16926714.5554664
922760401.18565 -36897084.0298094 87837530.0769594 17263441.0958202
922760411.18565 -36738010.4782983 87837667.0364818 17598814.0884312
922760421.18565 -36575847.5171959 87837804.0872936 17932804.7323542
922760431.18565 -36410606.4209112 87837941.1864035 18265384.2997096
922760441.18565 -36242298.7359829 87838078.290959 18596524.1382966
922760451.18565 -36070936.2808327 87838215.3581179 18926195.6750563
922760461.18565 -35896531.1456224 87838352.3452699 19254370.4176132
922760471.18565 -35719095.6918711 87838489.2097841 19581019.9584588
922760481.18565 -35538642.5523453 87838625.9094362 19906115.9754449
922760491.18565 -35355184.6305406 87838762.4019382 20229630.2370709
922760501.18565 -35168735.100521 87838898.6453667 20551534.6030138
922760511.18565 -34979307.4064331 87839034.59798 20871801.0279487
922760521.18565 -34786915.262163 87839170.2182819 21190401.5639564
922760531.18565 -34591572.6508826 87839305.4650471 21507308.3632586
922760541.18565 -34393293.8245684 87839440.2972423 21822493.6813671
922760551.18565 -34192093.3036297 87839574.6743452 22135929.8784071
922760561.18565 -33987985.8762228 87839708.5559665 22447589.4237264
922760571.18565 -33780986.5978013 87839841.9020819 22757444.8975921
922760581.18565 -33571110.7905653 87839974.6731065 23065468.9936844
922760591.18565 -33358374.0428041 87840106.8298277 23371634.5222514
922760601.18565 -33142792.2082254 87840238.3333077 23675914.4133225
922760611.18565 -32924381.4053695 87840369.1451294 23978281.7184675
922760621.18565 -32703158.0168785 87840499.2272966 24278709.614038
922760631.18565 -32479138.688737 87840628.5422308 24577171.4040245
922760641.18565 -32252340.329505 87840757.0527507 24873640.5229358
922760651.18565 -32022780.1096558 87840884.7224001 25168090.5372762
922760661.18565 -31790475.4605242 87841011.5148934 25460495.1506123
922760671.18565 -31555444.0736621 87841137.3947259 25750828.2039553
922760681.18565 -31317703.8998273 87841262.3267595 26039063.6801713
922760691.18565 -31077273.1480737 87841386.2763998 26325175.7061444
922760701.18565 -30834170.2848908 87841509.2097069 26609138.5550996
922760711.18565 -30588414.0331275 87841631.0932891 26890926.649872
922760721.18565 -30340023.3709727 87841751.8942412 27170514.5658925
922760731.18565 -30089017.5310192 87841871.5804738 27447877.0327778
922760741.18565 -29835415.9990211 87841990.1202626 27722988.9387547
922760751.18565 -29579238.5128761 87842107.4825909 27995825.3322159
922760761.18565 -29320505.061538 87842223.6372593 28266361.4240998
922760771.18565 -29059235.8836242 87842338.5543252 28534572.5926358
922760781.18565 -28795451.466533 87842452.2050107 28800434.3829304
922760791.18565 -28529172.5448586 87842564.5608316 29063922.5127794
922760801.18565 -28260420.0993214 87842675.5940877 29325012.8736724
922760811.18565 -27989215.3553865 87842785.2777841 29583681.5338536
922760821.18565 -27715579.7819881 87842893.5857164 29839904.7407353
922760831.18565 -27439535.0900402 87843000.4922634 30093658.9243423
922760841.18565 -27161103.2311126 87843105.9725791 30344920.6993705
922760851.18565 -26880306.3960033 87843210.0026815 30593666.867629
922760861.18565 -26597167.0131155 87843312.5589851 30839874.4222103
922760871.18565 -26311707.74717 87843413.6190349 31083520.5478639
922760881.18565 -26023951.4974561 87843513.1607979 31324582.625877
922760891.18565 -25733921.3964522 87843611.1633972 31563038.2344907
922760901.18565 -25441640.807986 87843707.6062596 31798865.1541382
922760911.18565 -25147133.3257878 87843802.4698564 32032041.3678387
922760921.18565 -24850422.7718087 87843895.7356026 32262545.064135
922760931.18565 -24551533.194296 87843987.3852425 32490354.6415505
922760941.18565 -24250488.8662811 87844077.4015208 32715448.7091605
922760951.18565 -23947314.2837998 87844165.7682258 32937806.0890909
922760961.18565 -23642034.1639094 87844252.4696218 33157405.8207445
922760971.18565 -23334673.4429315 87844337.4906612 33374227.1627053
922760981.18565 -23025257.2747334 87844420.8175709 33588249.5936257
922760991.18565 -22713811.0285712 87844502.4370234 33799452.8171249
922761001.18565 -22400360.2872386 87844582.3363374 34007816.7636826
922761011.18565 -22084930.8452579 87844660.5041436 34213321.591301
922761021.18565 -21767548.7066057 87844736.9294215 34415947.690658
922761031.18565 -21448240.0828726 87844811.6021173 34615675.6858305
922761041.18565 -21127031.3911271 87844884.5130109 34812486.4371239
922761051.18565 -20803949.2517929 87844955.6536074 35006361.0437802
922761061.18565 -20479020.4865584 87845025.0161884 35197280.8462191
922761071.18565 -20152272.1161706 87845092.5938441 35385227.4283613
922761081.18565 -19823731.3583257 87845158.3806126 35570182.619597
922761091.18565 -19493425.6253055 87845222.3711299 35752128.4980746
922761101.18565 -19161382.5217839 87845284.5607388 35931047.3927017
922761111.18565 -18827629.8426089 87845344.9458564 36106921.8845072
922761121.18565 -18492195.5703189 87845403.5233388 36279734.8105597
922761131.18565 -18155107.8729567 87845460.2910686 36449469.2646975
922761141.18565 -17816395.1015584 87845515.2475463 36616108.6008232
922761151.18565 -17476085.7877847 87845568.3919379 36779636.4349637
922761161.18565 -17134208.641527 87845619.7244348 36940036.6465716
922761171.18565 -16790792.5483522 87845669.2457515 37097293.3819302
922761181.18565 -16445866.5670349 87845716.957475 37251391.0554335
922761191.18565 -16099459.926988 87845762.8616516 37402314.3526937
922761201.18565 -15751602.0257585 87845806.9612427 37550048.2315194
922761211.18565 -15402322.4263838 87845849.2598594 37694577.9246266
922761221.18565 -15051650.8548396 87845889.7620107 37835888.9410658
922761231.18565 -14699617.1972543 87845928.4724568 37973967.0697881
922761241.18565 -14346251.497392 87845965.3970807 38108798.3795329
922761251.18565 -13991583.9537962 87846000.5420823 38240369.2227091
922761261.18565 -13635644.9171876 87846033.9145809 38368666.2358757
922761271.18565 -13278464.8875899 87846065.5221545 38493676.3427413
922761281.18565 -12920074.5116054 87846095.3730334 38615386.7555609
922761291.18565 -12560504.5795644 87846123.4760201 38733784.9771682
922761301.18565 -12199786.0227404 87846149.8408012 38848858.8020596
922761311.18565 -11837949.9103687 87846174.4771478 38960596.3200204
922761321.18565 -11475027.4469007 87846197.3960261 39068985.9153129
922761331.18565 -11111049.9689359 87846218.6085116 39174016.2708953
922761341.18565 -10746048.9423439 87846238.1261637 39275676.3692323
922761351.18565 -10380055.9593373 87846255.9615787 39373955.4927062
922761361.18565 -10013102.7353724 87846272.1273872 39468843.227512
922761371.18565 -9645221.10620915 87846286.6368782 39560329.4638284
922761381.18565 -9276443.02483699 87846299.5039479 39648404.3975018
922761391.18565 -8906800.55841224 87846310.7428971 39733058.5320213
922761401.18565 -8536325.88515409 87846320.3683209 39814282.6802545
922761411.18565 -8165051.29126565 87846328.395589 39892067.9648381
922761421.18565 -7793009.1675135 87846334.8400372 39966405.8214419
922761431.18565 -7420232.00632354 87846339.7179594 40037287.9979133
922761441.18565 -7046752.39887575 87846343.0457313 40104706.5575149
922761451.18565 -6672603.03189253 87846344.840069 40168653.8796865
922761461.18565 -6297816.68411893 87846345.1182198 40229122.6609716
922761471.18565 -5922426.2228913 87846343.8974676 40286105.9173745
922761481.18565 -5546464.60113899 87846341.1957864 40339596.9840964
922761491.18565 -5169964.8540596 87846337.0313637 40389589.5177624
922761501.18565 -4792960.09583771 87846331.4226607 40436077.4974245
922761511.18565 -4415483.51633043 87846324.3883121 40479055.2258829
922761521.18565 -4037568.37771975 87846315.9473277 40518517.3303137
922761531.18565 -3659248.01118114 87846306.1189719 40554458.7635572
922761541.18565 -3280555.81348462 87846294.9226231 40586874.8054161
922761551.18565 -2901525.24363724 87846282.3780796 40615761.0629416
922761561.18565 -2522189.81947268 87846268.5052647 40641113.4719879
922761571.18565 -2142583.11419694 87846253.3240395 40662928.2984931
922761581.18565 -1762738.75301299 87846236.8547664 40681202.1380947
922761591.18565 -1382690.40963897 87846219.117805 40695931.9180172
922761601.18565 -1002471.80284501 87846200.1336182 40707114.8976026
922761611.18565 -622116.6929929 87846179.9226865 40714748.6692112
922761621.18565 -241658.878532609 87846158.5058392 40718831.1581878
922761631.18565 138867.80748824 87846135.903909 40719360.6242442
922761641.18565 519429.5009464 87846112.1375596 40716335.6624304
922761651.18565 899992.310159044 87846087.2277938 40709755.202596
922761661.18565 1280522.3194367 87846061.1954897 40699618.510909
922761671.18565 1660985.59259573 87846034.0615664 40685925.1899742
922761681.18565 2041348.176554 87846005.8469345 40668675.1793768
922761691.18565 2421576.10488915 87845976.572639 40647868.7557661
922761701.18565 2801635.40138168 87845946.2593667 40623506.5342764
922761711.18565 3181492.0836338 87845914.9281248 40595589.4673693
922761721.18565 3561112.16664464 87845882.5995711 40564118.8465536
922761731.18565 3940461.66640489 87845849.2943931 40529096.3017938
922761741.18565 4319506.60353493 87845815.0333491 40490523.8016047
922761751.18565 4698213.00683357 87845779.8368797 40448403.6540419
922761761.18565 5076546.91695844 87845743.7254003 40402738.5061663
922761771.18565 5454474.38998643 87845706.7190676 40353531.3446167
922761781.18565 5831961.50110219 87845668.8380414 40300785.4950516
922761791.18565 6208974.3482013 87845630.1023315 40244504.6224592
922761801.18565 6585479.05548568 87845590.531657 40184692.7314047
922761811.18565 6961441.77718806 87845550.1458157 40121354.1650978
922761821.18565 7336828.70109136 87845508.963941 40054493.606886
922761831.18565 7711606.05228699 87845467.0054453 39984116.0779753
922761841.18565 8085740.09673943 87845424.2893734 39910226.9386182
922761851.18565 8459197.14493269 87845380.8343284 39832831.8879992
922761861.18565 8831943.55556247 87845336.6589446 39751936.9628603
922761871.18565 9203945.7391327 87845291.7816607 39667548.5376386
922761881.18565 9575170.16156993 87845246.220291 39579673.325013
922761891.18565 9945583.34793565 87845199.9927848 39488318.3737539
922761901.18565 10315151.885975 87845153.116506 39393491.0698444
922761911.18565 10683842.4298284 87845105.6087904 39295199.1346839
922761921.18565 11051621.703616 87845057.4866552 39193450.6251602
922761931.18565 11418456.5050109 87845008.7664904 39088253.9337354
922761941.18565 11784313.7090083 87844959.4649973 38979617.7856295
922761951.18565 12149160.2713246 87844909.5978776 38867551.2411152
922761961.18565 12512963.2322225 87844859.1810354 38752063.691999
922761971.18565 12875689.7199323 87844808.2298097 38633164.862606
922761981.18565 13237306.9543981 87844756.7594336 38510864.8078542
922761991.18565 13597782.2506868 87844704.78441 38385173.9138515
922762001.18565 13957083.0227233 87844652.3192303 38256102.8952846
922762011.18565 14315176.7868057 87844599.3781109 38123662.7950625
922762021.18565 14672031.165124 87844545.9747473 37987864.9838892
922762031.18565 15027613.8892986 87844492.1223119 37848721.1592297
922762041.18565 15381892.8040569 87844437.8341286 37706243.3425979
922762051.18565 15734835.8705696 87844383.1228506 37560443.8803967
922762061.18565 16086411.1700127 87844328.0005617 37411335.4424997
922762071.18565 16436586.9072343 87844272.4795333 37258931.0191869
922762081.18565 16785331.4140233 87844216.5713939 37103243.9219173
922762091.18565 17132613.1526209 87844160.28721 36944287.7818353
922762101.18565 17478400.7193558 87844103.6381935 36782076.5466677
922762111.18565 17822662.8478496 87844046.6347119 36616624.4817968
922762121.18565 18165368.412572 87843989.2870128 36447946.1670596
922762131.18565 18506486.4323344 87843931.6052205 36276056.4952344
922762141.18565 18845986.0734439 87843873.5986128 36100970.6724012
922762151.18565 19183836.6533272 87843815.2765402 35922704.2140547
922762161.18565 19520007.6437046 87843756.6476568 35741272.9454773
922762171.18565 19854468.6741092 87843697.7206892 35556692.9981419
922762181.18565 20187189.5350773 87843638.5037791 35368980.8097218
922762191.18565 20518140.181432 87843579.0046165 35178153.1220819
922762201.18565 20847290.7357215 87843519.2308964 34984226.9783078
922762211.18565 21174611.4913083 87843459.1896459 34787219.7226969
